message,label,followers_count
"@JonathanRKnight  You sure did do some tweets, and i missed them  glad to see you're enjoying urself, always nice to hear from you. x",1,567
Wishing we had fast internet NOW....not in 8 years!  http://bit.ly/I72Oi,1,65
Getting ready for work... 6:30-3:15..  ..,1,273
stooopppiddd Abbey National!! i need to get dosh out and its blooming shut! ,1,169
@imagethief I know where you found that... But your URL is so much tinier than mine ,1,318
"finding it incredibly unfair that mom got more tan than i, even though i spent more time in the sun  miss him like crazy!",1,1454
"@Dr_Black yes, i was invited but will be in San Francisco. Very sorry to miss it ",1,3963
My DotA ladder stats on GArena don't seem to have been updated ,1,588
Leanne is angry at me ,1,1007
@MichAtagana Ahh I'm sorry  There's a nasty virus going around apparently...Shame Atagana! ,0,407
"Amber i don't know how often you check this, but i really miss you right now. Like, really really. So friggen much  i want a hug &lt;/Beth&gt;",1,792
Ate too many Oreos yesterday. Feel very sick today ,0,2441
"@mauricedb I tried the Sitecom one to, but felt to toy-like ",1,307
I will never like getting up at 5 am  dumb work schedule.,1,742
need cuddling now ,1,546
"http://tr.im/imOv �i, b�c H?i Tho?i th? l� gi� t? cu?c ??i r?i ( M�nh v?n c�n nh? c�i nh� t?p th? b� t� c?a b�c � ? ch? Tr?i ",1,104
Awww my Whitestrips are not staying on ,1,1248
soluna is slower than accord ,1,124
@Contendo shit... that's horrible! poor kid... ,1,2075
Btw Eventbox is available for free on Macheist for every visitors. Unfortunately I switched to Tweetdeck  http://macheist.com,1,312
my back is in bits ,1,139
"hmm, so the sun shining brightly thru my curtains lit up my room n woke me up  cnt sleep nw, 10 is way too early to wake up! ",1,1519
hates maths tuition on a holiday..wanted to sync my i-pod with the latest tracks nd podcasts ! Will have to wait until im bck  #fb,0,384
V?a b� d?y kh?i gi??ng. M?t qu� ,1,40
@garcevisage  Aww did your mic work at all?,1,367
"@Gemmaface Awww Gemma, I hope you're not ",1,1112
Where's my 'search' bar? How come Aoife got one and I didn't? Twitter must like her better than me ,1,749
@suilin nobuuuuuuu!!! you evil evil girl ,1,572
I wish I were playing Reindeer Games up at Fowler... ,1,475
trying to write an essay in english. Painful ,0,2712
@missymoouk Oh No!!  I know. I haven't cried that much since Wham split up.....,1,183
mommy... is school closed today? ,1,246
@WestEndActress nooo u shudent have deleted it  x,1,743
"@kaitlinmonroe Aw, that sounds so fun! I'm so bummed that I missed it  Did you get to meet anyone?",1,552
trying to check my phone bill online seems like it doesn't like me though! ,1,3759
Manu Ginobili is out for the rest of the season and the playoffs  ,1,10307
"Yeh totally dig FireBug but enuff is enuff, gonna start using Safari4/Charles + ditch FF and see how debugging goes, too many FF crashes ",0,305
Sad movies make me think of things that I don't really wanna think about ,1,284
I wish there was something for dinner. ,1,1400
Im up... I slept an hour last night... Death.... ,0,647
"off to pick up the dog, doctor's note, and back to work ",1,82
"just been given ma marching orders, gotta go do some work, yay ",1,65
"moving moving moving, keep those boxes moving, Rawhide!! think i've gone delirious from moving ",1,6692
Why is Changes by 2Pac not on iTunes? Boo ,1,182
"ugh.  stupid bug in SpamAssassin rule-QA backend discovered, it's going to take some fixing at some point.  adding to the TODO list ",0,143
@babyvtec yeah.. Hw ,1,111
handyman just cancelled on me ,0,269
hi twiitters  i ammm sooooo tired right nowwww . FALLING ASLEEP ON MSN ! i am thinking a less lazy day today ;P xx,1,409
fed up of being ill ,1,66
wow. everyone has abandoned twitter ,1,339
"just been given ma marching orders, gotta go do some work, yay  ",1,403
"@andrerib Oh, today it is not possible for me  Family matters, but i will try to attend next !",1,45
gd mornin world. i hav a cold.. my throat is burnin! ,0,242
Morning people. Away to get some breakfast and then sort myself out and then must start on HWm no lazing about today  Xx,1,136
Guess I should go to bed... Have to be up in 5.5 hours... haven't been able to sleep lately too stressed about website not being done yet ,1,293
@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me,0,859
@babyvtec geez it's so late for you!! Good luck at work tomorrow  I am soooo knackered too. Love you!,1,639
"just been given ma marching orders, gotta go do some work, yay.........  ",1,308
@DanaEatsYou   hahaha im sorry  i didnt mean to. and you're supposed to film the day of silly! thats cheating doing it the day before!,1,2340
"@DonnieWahlberg Wise words but life sometimes doesn't work out as you plan, life has a habit of kicking you when you're down. ",0,10241
Gosh  It is raining in summer cause of the global warming?,1,477
@Pigman i love the cooler trenchcoat weather!! but DNW the darker evenings as it's scary to run at night ,1,1618
 i close my eyes nd i see your face..:/ whens it gonna stop? ::sigh times 5::,1,170
I have packed off hubby to Bristol! Missing him already ,1,1166
Doing homework ,1,1388
@HopeOk but i will be soon.  -dies-,1,42
"@rustyrockets I'll give you a fiver towards the fine - not much, but Im skint from paying for  Al Darlings eyebrow waxing ",1,180
"Hmm, A request for me to feature an app on my site from a &quot;Merketing Specialist&quot; (sic) addressed to &quot;Dear Editor!&quot;  Oh dear ",1,3837
@nishitd NO!  I missed everything.. 1/4 onwards. Stupid work getting in the way of tennis.  ,1,821
Thought this being a 4-day week would make Tuesday more bearable. I was wrong ,1,262
I'm more tired than a very tired thing today. ,1,1068
@Mark_Mulligan Exactly! That was the core of my concept for Virgin. Just a shame the money ran out before we could realise it ,1,1164
@jonathanchong I could do with a long week ,1,960
"@ambermatson Yes, seems to have been much worse than normal over past few months ",1,24
just found the most gorgeous pair of vintage dior sunglasses... they are �125 though ,1,20
"I am a work martyr. Give me chocolate, coffee and sympathy. And now my cat's decided she's dying ",1,12
"nothing much, not well, in bed all day!!! ",1,41
Looking at the rain fall in Rotterdam.. ,1,78
@eoghanquigg wish i could but i'm no where near belfast  -- love the new song btw!,1,446
fever has started  anyone have any miracle cures for a cold?,0,4745
"I have just really, really splattered the bowl ",1,1044
Why do most videos i play skip and jump ,1,1364
is hungover  and just wants to stay in bed all day ?,1,1218
I just set up a Twitter profile for one of my colleagues and noticed he's got a much more swish sidebar - how do I get that? ,1,15
Had a great 21st birthday but is sick as with the flu ,0,537
@fromthestars I WANNA GO TO AN AMUSEMENT PARK.  EK is getting tired. :|,1,78
"Just had myself as driving lesson, went pretty well.  Need to stop crossing my hands over on the wheel apparently though, bad times ",1,680
"Found a nice lake-side park with a small beach, but . . . no grills   Oh well . . . I'll have to keep looking - another time.",1,146
@billbeckett Did you know tai means shit in indonesian. ,1,107
"is dreading tomorrow   I HATE hospitals, especially when it's your baby that is the patient.",0,600
not feeling so hot ,1,159
"@jedi58 Yup. The whole game was amazing technically, it looked great. Gutted I sold the game and my original Xbox now actually. ",1,2910
is not looking forward to working today ,1,458
"Blooming great, change of weather now I have a cold, just my luck, don't seem to be having much luck lately... life sucks at the mo ",1,35
@playandstay Well i've actually only been to Thorpe Park   So I'm sooo looking forward to Alton Towers!,1,1295
WANTS TO GO OUT BADLY ,1,532
this is way to early to go to work ,1,447
@bradiewebbstack sway sway tour in julyyyyy! exitedd muchh  follow me pleaseeee? i need more followerss ,1,390
Living on Neurofen for another day. Please go away headache. ,1,295
is gonna start revising for exams in May ,1,17806
@LadyErlynne awwww.  you could always post in the Transfig classroom with Sharmila,1,4217
I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore,1,715
nothinn  nothings on tv  maybe they've run out of programs,1,76
"@RetraceLady @djslump Morning! Oh no, more of them?  #terremoto #earthquake #italy",1,1347
is seriously wondering what the Australian public were thinking by kicking my baby Kat off of SYTYCD!  I miss her already...,1,103
so today is apparently cuddle up day. and i have no one to cuddle up with. ,1,88
@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx,1,1243
"@Winetweat: sorry  but follow us, we're going to publish pictures and video and sometimes also in english",1,8588
"@quinparker I find that, in this age of internettery, this is how you perfectly express sorrow and empathy for another's pain ",0,481
ARGH finally figured out whats killing 'Inquizitor' games on Jailbroken devices. About 30 1 star reviews too late though!  Fix on the way,1,124
"Considering new business name, which means new logo and website. Finding it very difficult to pick a name though. Been 2 weeks  #fail",0,1284
Office time.!! ,1,125
@beatccr I can't wait to read that one...still waiting on my copy ,1,2717
having lunch on my desk while i work ,1,324
wants an iphone ,1,185
ITS APRIL! STOP SNOWING!!! ,1,720
Trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing ,1,1636
I heard he stopped singing.  It's a shame� ? http://blip.fm/~3xath,1,71
@theletterj Couldn't agree more. People keep stealing my elastic band ball ,0,123
Stuck inside...poorly little people ,0,1133
@MizFitOnline Is ur host down? I'm getting nothin' ,1,561
@lyn_ thanks hun.. didnt even no he was going to be on... pitty we couldnt see him sing ,1,51
@myrtti  ouch,1,273
"I'm all snuffly and then hot and cold, tired and bunged up.  Woe is me ",1,482
"Just a heads up. Site's being wonky, so will like probably post late today. Flippin technical issues. ",1,620
@skinnylatte its a great article but quite sad. We are the saddest pinnacle of evolution ,1,26
Goodbye Jive test server - so very sorry to have to shut you down ,1,822
I'm up  amy's coming around today so i have to clean my room ,1,182
finishing the tax return... instead of making some tracks or enjoying the sun... ,1,371
be offline ,1,222
hoping my new kitten is well - as she isn't eating or drinking - hopefully just stress of a new place ,1,2227
